./tester -m -v 0 -n 10000000 -N 10000000 -t 10 -e 0.01 -h 100.0 -i 1 -M -f major -r 1 -R 1
N,split,join_zero,join,split_msg,split_zero
mpi/major,1
10000000,TIME-OUT,0.103649,TIME-OUT,TIME-OUT,0.097362
10000000,TIME-OUT,0.103218,TIME-OUT,TIME-OUT,0.087329
10000000,TIME-OUT,0.101643,TIME-OUT,TIME-OUT,0.092327
10000000,TIME-OUT,0.100202,TIME-OUT,TIME-OUT,0.089075
10000000,TIME-OUT,0.098682,TIME-OUT,TIME-OUT,0.085239
10000000,TIME-OUT,0.098615,TIME-OUT,TIME-OUT,0.091764
10000000,TIME-OUT,0.093754,TIME-OUT,TIME-OUT,0.085766
10000000,TIME-OUT,0.093685,TIME-OUT,TIME-OUT,0.084877
10000000,TIME-OUT,0.093224,TIME-OUT,TIME-OUT,0.098948
10000000,TIME-OUT,0.092453,TIME-OUT,TIME-OUT,0.096425
10000000,TIME-OUT,0.092100,TIME-OUT,TIME-OUT,0.085554
10000000,TIME-OUT,0.091341,TIME-OUT,TIME-OUT,0.093679
10000000,TIME-OUT,0.091209,TIME-OUT,TIME-OUT,0.097195
10000000,TIME-OUT,0.091017,TIME-OUT,TIME-OUT,0.088161
10000000,TIME-OUT,0.089905,TIME-OUT,TIME-OUT,0.094110
10000000,TIME-OUT,0.089323,TIME-OUT,TIME-OUT,0.093799
10000000,TIME-OUT,0.088732,TIME-OUT,TIME-OUT,0.086264
10000000,TIME-OUT,0.088728,TIME-OUT,TIME-OUT,0.085451
10000000,TIME-OUT,0.088499,TIME-OUT,TIME-OUT,0.090467
10000000,TIME-OUT,0.088396,TIME-OUT,TIME-OUT,0.087410
