./tester -m -v 0 -n 100000 -N 100000 -t 10 -e 0.01 -h 100.0 -i 1 -M -f major -r 3 -R 3
N,split,join_zero,join,split_msg,split_zero
mpi/major,3
100000,0.535859,0.001320,0.457764,0.550955,0.003138
100000,0.482904,0.001571,0.451702,0.604648,0.002336
100000,0.474839,0.001593,0.433790,0.601125,0.001732
100000,0.468730,0.003119,0.461018,0.572621,0.000846
100000,0.465790,0.001247,0.458613,0.623261,0.001132
100000,0.459949,0.000972,0.456726,0.568250,0.001406
100000,0.448595,0.002204,0.439626,0.551455,0.001565
100000,0.448175,0.001958,0.438351,0.533092,0.001695
100000,0.435690,0.003395,0.480977,0.571047,0.002256
100000,0.431086,0.001200,0.451619,0.562763,0.002874
100000,0.428464,0.003424,0.497095,0.558540,0.001293
100000,0.426017,0.002486,0.529875,0.535321,0.000825
100000,0.420579,0.001348,0.461796,0.641193,0.002468
100000,0.419507,0.001267,0.454883,0.606132,0.001140
100000,0.419025,0.001416,0.465515,0.521184,0.003112
100000,0.416419,0.000864,0.457472,0.619881,0.004853
100000,0.410442,0.001115,0.467457,0.529143,0.003915
100000,0.405250,0.001185,0.463391,0.550640,0.001395
100000,0.397929,0.000914,0.508132,0.535886,0.001033
100000,0.387804,0.001017,0.511528,0.528134,0.000801
