./tester -m -v 0 -n 1000 -N 1000 -t 10 -e 0.01 -h 100.0 -i 1 -M -f major -r 2 -R 2
N,split,join_zero,join,split_msg,split_zero
mpi/major,2
1000,0.009914,0.000093,0.010339,0.019378,0.000044
1000,0.008060,0.000131,0.006634,0.015022,0.000132
1000,0.007866,0.000039,0.006984,0.017576,0.000040
1000,0.007489,0.000144,0.006834,0.018767,0.000036
1000,0.007097,0.000033,0.009042,0.020513,0.000030
1000,0.006884,0.000045,0.008567,0.016675,0.000031
1000,0.006835,0.000045,0.007180,0.020033,0.000029
1000,0.006795,0.000030,0.007226,0.021598,0.000160
1000,0.006626,0.000038,0.006771,0.018198,0.000028
1000,0.006584,0.000026,0.005796,0.017440,0.000028
1000,0.006539,0.000036,0.007579,0.015865,0.000028
1000,0.006504,0.000023,0.006477,0.018345,0.000048
1000,0.006486,0.000028,0.007234,0.017603,0.000029
1000,0.006483,0.000027,0.006731,0.018219,0.001336
1000,0.006362,0.000030,0.008057,0.018714,0.000032
1000,0.006334,0.000029,0.007296,0.018725,0.000147
1000,0.006275,0.000088,0.007098,0.016356,0.000031
1000,0.005689,0.000111,0.006670,0.017883,0.000032
1000,0.005671,0.000027,0.005901,0.017064,0.000054
1000,0.005634,0.000039,0.006153,0.015652,0.000155
